Director,PA,BB,AB,OUTS,H,1B,2B,3B,HR,BA,OBP,SLG,OPS,WAR,WAR/PA,Scaled WAR,Scaled WAR/PA,Average Composite Score,Bucket,Composite Score+,Standard Deviation,Coefficient of Variation,Adjusted StDev,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Best Top 2 Overall Score,Out Rate,BB Rate,1B Rate,2B Rate,3B Rate,HR Rate,XBH,XBH Rate,Eligible,Career_Value,Rate_Quality,Peak,Profile,Strength
Hirokazu Kore-eda,16,4,12,2,10,3,4,3,0,0.833,0.875,1.667,2.542,285.5,17.84,28.79,1.8,72.84,1B,135.1,15.3,0.21030000000000001,15.4,85.1,"Like Father, Like Son → Our Little Sister",82.6,"I Wish → Like Father, Like Son → Our Little Sister",80.2,"Still Walking → Air Doll → I Wish → Like Father, Like Son → Our Little Sister",93.0,0.125,0.25,0.1875,0.25,0.1875,0.0,7,0.4375,True,1.2381904638263703,1.0433791570543736,0.8678019787082288,1.289978850728633,1.1072481932342884
Howard Hawks,41,13,28,11,17,8,7,2,0,0.607,0.732,1.0,1.732,360.6,8.8,36.36,0.89,63.8,BB,106.2,15.7,0.2468,15.7,86.9,Only Angels Have Wings → His Girl Friday,86.5,Bringing Up Baby → Only Angels Have Wings → His Girl Friday,84.1,Bringing Up Baby → Only Angels Have Wings → His Girl Friday → Ball of Fire → Sergeant York,91.7,0.2682926829268293,0.3170731707317073,0.1951219512195122,0.17073170731707318,0.04878048780487805,0.0,9,0.21951219512195122,True,1.4262556874632781,0.38244636187023967,1.0920374495452712,0.4079785489974038,0.878093368892342
Hugh Hudson,7,1,6,6,0,0,0,0,0,0.0,0.143,0.0,0.143,-109.9,-15.7,-11.08,-1.58,39.3,OUT,68.4,12.3,0.3124,13.7,52.5,"Chariots of Fire → Greystoke: The Legend of Tarzan, Lord of the Apes",42.5,"Chariots of Fire → Greystoke: The Legend of Tarzan, Lord of the Apes → Revolution",42.1,"Chariots of Fire → Greystoke: The Legend of Tarzan, Lord of the Apes → Revolution → Lost Angels → My Life So Far",59.6,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0,0.0,True,-1.223211390111044,-1.4087984923345485,-1.9014832912256547,-1.4805197140310875,-1.4906378057295815
Ingmar Bergman,52,9,43,15,28,11,8,8,1,0.651,0.712,1.279,1.991,607.1,11.68,61.21,1.18,66.68,1B,106.7,19.5,0.2927,19.2,91.9,Cries & Whispers → Scenes from a Marriage,89.9,Smiles of a Summer Night → The Seventh Seal → Wild Strawberries,82.2,The Virgin Spring → Through a Glass Darkly → A Dream Play → The Silence → Winter Light,95.7,0.28846153846153844,0.17307692307692307,0.21153846153846154,0.15384615384615385,0.15384615384615385,0.019230769230769232,17,0.3269230769230769,True,1.9340778859557382,0.593009022282884,1.1712903417695977,0.6626686505881042,1.1538319369174626
Isao Takahata,11,3,8,1,7,5,0,1,1,0.875,0.909,1.5,2.409,177.7,16.15,17.92,1.63,71.15,1B,123.2,13.9,0.1955,14.5,88.6,Grave of the Fireflies → Only Yesterday,81.7,Grave of the Fireflies → Only Yesterday → Pom Poko,76.0,3000 Leagues in Search of Mother: The Movie → Chie the Brat → Gauche the Cellist → Grave of the Fireflies → Only Yesterday,98.1,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.0,0.09090909090909091,0.09090909090909091,2,0.18181818181818182,True,0.9175936143125497,0.9198198181316759,0.7618403829237679,1.2216567016168387,0.9400244748809936
Ivan Reitman,16,1,15,13,2,1,1,0,0,0.133,0.188,0.2,0.388,-157.9,-9.87,-15.92,-1.0,45.13,OUT,78.4,16.1,0.35619999999999996,16.0,72.5,Stripes → Ghostbusters,65.5,Meatballs → Stripes → Ghostbusters,56.4,Stripes → Ghostbusters → Legal Eagles → Twins → Ghostbusters II,81.3,0.8125,0.0625,0.0625,0.0625,0.0,0.0,1,0.0625,True,-1.4104358107003139,-0.9825553290686743,-0.5327897149234742,-1.1512313667879694,-1.0322132775657251
J.A. Bayona,5,0,5,1,4,3,1,0,0,0.8,0.8,1.0,1.8,73.6,14.72,7.42,1.48,69.72,1B,131.4,18.2,0.2616,17.0,75.6,The Impossible → A Monster Calls,75.4,The Orphanage → The Impossible → A Monster Calls,69.7,The Orphanage → The Impossible → A Monster Calls → Jurassic World: Fallen Kingdom → Society of the Snow,84.6,0.2,0.0,0.6,0.2,0.0,0.0,1,0.2,True,0.4903211950356091,0.815269608274009,0.22299537269011938,0.65031182756082,0.5367249692638788
J.C. Chandor,5,0,5,2,3,3,0,0,0,0.6,0.6,0.6,1.2,3.1,0.62,0.31,0.06,55.62,BB,105.1,21.3,0.3823,18.5,69.5,Margin Call → All Is Lost,69.0,Margin Call → All Is Lost → A Most Violent Year,55.6,Margin Call → All Is Lost → A Most Violent Year → Triple Frontier → Kraven the Hunter,70.4,0.4,0.0,0.6,0.0,0.0,0.0,0,0.0,True,-0.12322236707705989,-0.21561008332956308,-0.5832064016163683,-0.03453961744567724,-0.24357875484873626
Jacques Becker,14,3,11,4,7,5,1,0,1,0.636,0.714,1.0,1.714,124.5,8.89,12.55,0.9,63.89,BB,101.1,16.2,0.2528,16.1,84.0,Montparnasse 19 → Le trou,71.5,The Adventures of Arsene Lupin → Montparnasse 19 → Le trou,67.5,Paris Frills → Antoine & Antoinette → Rendezvous in July → Edward and Caroline → Casque d'Or,98.1,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.0,0.07142857142857142,2,0.14285714285714285,True,0.7220798369340123,0.3890264450081348,0.19280899393963258,0.42127891964638964,0.44633859474642346
Jake Kasdan,9,2,7,7,0,0,0,0,0,0.0,0.222,0.0,0.222,-137.6,-15.29,-13.87,-1.54,39.71,OUT,73.4,17.2,0.4337,16.7,54.9,The TV Set → Walk Hard: The Dewey Cox Story,50.4,Orange County → The TV Set → Walk Hard: The Dewey Cox Story,46.4,Zero Effect → Orange County → The TV Set → Walk Hard: The Dewey Cox Story → Bad Teacher,63.1,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0,0.0,True,-1.3352026499170753,-1.378822558039693,-1.4962510829171347,-1.4158126281141394,-1.4024917308371574
Jake Schreier,3,0,3,1,2,2,0,0,0,0.667,0.667,0.667,1.333,13.5,4.5,1.36,0.45,59.5,BB,114.1,16.8,0.2821,16.2,55.5,Paper Towns → Thunderbolts,59.5,Robot & Frank → Paper Towns → Thunderbolts,,,70.7,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0,0.0,True,0.04930601490149785,0.06806461194858295,-0.8507441219345224,0.1391883781207086,-0.1530403974018938
James Cameron,10,0,10,1,9,5,2,2,0,0.9,0.9,1.5,2.4,170.7,17.07,17.21,1.72,72.07,1B,128.2,24.1,0.3343,21.3,89.8,Terminator → Aliens,85.2,Aliens → The Abyss → Terminator 2: Judgement Day,82.5,Terminator → Aliens → The Abyss → Terminator 2: Judgement Day → True Lies,91.8,0.1,0.0,0.5,0.2,0.2,0.0,4,0.4,True,0.8936122096643252,0.9870828902079374,1.0036493846735226,1.2384606611410862,1.0134588638478799
James Gunn,7,1,6,1,5,3,2,0,0,0.833,0.857,1.167,2.024,108.1,15.44,10.9,1.56,70.44,1B,133.2,12.1,0.17170000000000002,13.6,80.1,Guardians of the Galaxy → Guardians of the Galaxy Vol. 2,77.0,Guardians of the Galaxy → Guardians of the Galaxy Vol. 2 → The Suicide Squad,76.7,Guardians of the Galaxy → Guardians of the Galaxy Vol. 2 → The Suicide Squad → Guardians of the Galaxy Vol. 3 → Superman,85.1,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.0,2,0.2857142857142857,True,0.6538279042418672,0.86791027337717,0.5043306572784407,0.8656969456023158,0.7123479930569259
James Mangold,13,3,10,4,6,3,3,0,0,0.6,0.692,0.9,1.592,135.7,10.44,13.68,1.05,65.44,1B,120.6,15.7,0.23920000000000002,15.7,88.4,Logan → Ford v Ferrari,77.0,The Wolverine → Logan → Ford v Ferrari,70.5,The Wolverine → Logan → Ford v Ferrari → Indiana Jones and the Dial of Destiny → A Complete Unknown,88.6,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,3,0.23076923076923078,True,0.7662585729257725,0.5023500990496621,0.33999708378120214,0.28653858102829277,0.4977720837911063
James Wan,11,1,10,7,3,3,0,0,0,0.3,0.364,0.3,0.664,-31.8,-2.89,-3.21,-0.29,52.11,OUT,97.8,14.8,0.2832,15.1,69.4,The Conjuring → Furious 7,69.2,The Conjuring → Furious 7 → The Conjuring 2,61.4,The Conjuring → Furious 7 → The Conjuring 2 → Aquaman → Malignant,74.7,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0,0.0,True,-0.7880738198406819,-0.4722333257074735,-0.3380475707071634,-0.7636727435153078,-0.5917269187589254
Jane Campion,9,0,9,4,5,3,2,0,0,0.556,0.556,0.778,1.333,59.5,6.61,6.0,0.67,61.61,BB,109.2,16.5,0.2675,16.2,81.7,An Angel at My Table → The Piano,77.3,Sweetie → An Angel at My Table → The Piano,65.3,2 Friends → Sweetie → An Angel at My Table → The Piano → The Portrait of a Lady,83.3,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,2,0.2222222222222222,True,0.4126150029714019,0.22233100551479124,0.11744131186371387,0.03184847943759255,0.21509727612356536
Jared Hess,7,1,6,6,0,0,0,0,0,0.0,0.143,0.0,0.143,-124.5,-17.79,-12.55,-1.79,37.21,OUT,69.9,15.2,0.40759999999999996,15.4,54.9,Napoleon Dynamite → Nacho Libre,51.8,Napoleon Dynamite → Nacho Libre → Gentlemen Broncos,42.4,Napoleon Dynamite → Nacho Libre → Gentlemen Broncos → Don Verdean → Masterminds,64.4,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0,0.0,True,-1.2837774097491585,-1.5616026452034466,-1.5733967908887632,-1.4805197140310875,-1.4649870247540175
Jaume Collet-Serra,12,1,11,11,0,0,0,0,0,0.0,0.083,0.0,0.083,-216.8,-18.07,-21.86,-1.82,36.93,OUT,69.6,11.7,0.316,12.9,50.9,Orphan → Unknown,50.5,Orphan → Unknown → Non-Stop,46.1,Orphan → Unknown → Non-Stop → Run All Night → The Shallows,55.6,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0,0.0,True,-1.6044990243324477,-1.5820740149657873,-1.5881954748778777,-1.529664336246491,-1.5798499470099487
Jean Renoir,29,7,22,11,11,9,1,1,0,0.5,0.621,0.636,1.257,223.4,7.7,22.52,0.78,62.7,BB,104.7,12.1,0.1936,12.7,82.1,The Lower Depths → Grand Illusion,76.2,The Lower Depths → Grand Illusion → La Marseillaise,77.8,The Lower Depths → Grand Illusion → La Marseillaise → The Human Beast → The Rules of the Game,90.8,0.3793103448275862,0.2413793103448276,0.3103448275862069,0.034482758620689655,0.034482758620689655,0.0,2,0.06896551724137931,True,1.0626347733535282,0.30202312351818794,0.5823519160555761,-0.08455483776727458,0.5229732243460445
Jeff Fowler,3,1,2,1,1,1,0,0,0,0.5,0.667,0.5,1.167,15.6,5.2,1.57,0.52,60.2,BB,114.1,7.1,0.11779999999999999,12.5,63.0,Sonic the Hedgehog 2 → Sonic the Hedgehog 3,60.2,Sonic the Hedgehog  → Sonic the Hedgehog 2 → Sonic the Hedgehog 3,,,68.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,0.0,True,0.07388127121191698,0.11924303635443403,-0.8660946840831099,-0.15827177109037982,-0.19620288478666983
Jeff Nichols,6,2,4,0,4,4,0,0,0,1.0,1.0,1.0,2.0,87.5,14.58,8.82,1.47,69.58,1B,131.4,8.1,0.1164,11.6,78.0,Take Shelter → Mud,76.1,Shotgun Stories → Take Shelter → Mud,71.6,Shotgun Stories → Take Shelter → Mud → Midnight Special → Loving,78.9,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,0.0,True,0.5599313750819662,0.8050339233928386,0.2408268538487473,1.0075324577979599,0.6309510983945783
Jia Ling,2,1,1,0,1,1,0,0,0,1.0,1.0,1.0,2.0,19.7,9.85,1.99,0.99,64.85,BB,123.0,0.2,0.0033,11.3,64.9,"Hi, Mom → Yolo",,,,,65.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0.0,True,0.11852053600129209,0.4592139984790162,-1.299269020449766,1.0075324577979599,0.027048896867292144
Jiao Zi,2,0,2,0,2,1,1,0,0,1.0,1.0,1.5,2.5,46.4,23.2,4.68,2.34,78.2,1B,150.4,9.6,0.12300000000000001,14.0,78.2,Ne Zha → Ne Zha 2,,,,,85.0,0.0,0.0,0.5,0.5,0.0,0.0,1,0.5,True,0.33160184931769165,1.4352596639334618,0.2102906412593345,1.417070976259656,0.7942823263454378
JJ Abrams,6,1,5,1,4,3,1,0,0,0.8,0.833,1.0,1.833,66.3,11.05,6.68,1.11,66.05,1B,124.6,15.1,0.2284,15.4,74.7,Star Trek → Super 8,74.6,Star Trek → Super 8 → Star Trek Into Darkness,71.6,Mission: Impossible III → Star Trek → Super 8 → Star Trek Into Darkness → Star Wars: The Force Awakens ,82.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,1,0.16666666666666666,True,0.4508568399159939,0.5469484403176181,0.23336389925065013,0.6773413697792918,0.4658034108227236
Joachim Trier,6,1,5,0,5,2,3,0,0,1.0,1.0,1.6,2.6,136.7,22.78,13.78,2.3,77.78,1B,147.2,11.0,0.1412,13.2,87.6,The Worst Person in the World  → Sentimental Value,82.4,Thelma → The Worst Person in the World  → Sentimental Value,78.3,"Oslo, August 31st → Louder Than Bombs → Thelma → The Worst Person in the World  → Sentimental Value",87.9,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,3,0.5,True,0.7700787510990412,1.4045526092899514,0.741882903862108,1.4989786799519953,1.0674282396081263
Joe Johnston,11,4,7,6,1,0,1,0,0,0.143,0.455,0.286,0.74,-68.1,-6.19,-6.87,-0.62,48.81,OUT,87.6,16.6,0.3406,16.4,70.1,Jumanji → October Sky,60.2,The Pagemaster → Jumanji → October Sky,58.8,"Honey, I Shrunk the Kids → The Rocketeer → The Pagemaster → Jumanji → October Sky",80.6,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,1,0.09090909090909091,True,-1.022887445185487,-0.7135030407636287,-0.612142265429097,-0.8532459886483119,-0.8089267578334899
Joe Wright,9,3,6,3,3,1,2,0,0,0.5,0.667,0.833,1.5,19.9,2.21,2.01,0.22,57.21,BB,107.1,21.9,0.3835,19.7,84.7,Pride & Prejudice → Atonement,73.5,Pride & Prejudice → Atonement → The Soloist,67.2,Pride & Prejudice → Atonement → The Soloist → Hanna → Anna Karenina,86.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,2,0.2222222222222222,True,0.12052239978452128,-0.09936194789341563,0.10269440151151485,0.11448088220510991,0.05988600978090318
Joel Schumacher,23,3,20,17,3,3,0,0,0,0.15,0.261,0.15,0.411,-266.9,-11.6,-26.91,-1.17,43.4,OUT,76.5,17.5,0.4025,17.2,65.7,Falling Down → The Client,57.4,The Lost Boys → Cousins → Flatliners,56.2,The Lost Boys → Cousins → Flatliners → Dying Young → Falling Down,71.8,0.7391304347826086,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0,0.0,True,-1.7494538190496431,-1.109039149385992,-0.8767503503587462,-1.1159531509962721,-1.2444741508503316
John Boorman,17,1,16,10,6,6,0,0,0,0.375,0.412,0.375,0.787,-83.6,-4.92,-8.43,-0.5,50.08,OUT,84.5,19.0,0.3796,18.3,71.3,Point Blank → Hell in the Pacific,65.3,Excalibur → The Emerald Forest → Hope and Glory,61.2,Point Blank → Hell in the Pacific → Leo the Last → Deliverance → Zardoz,79.1,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.0,0.0,0.0,0,0.0,True,-1.1028301111271106,-0.6206507564844417,-0.40546800455732757,-0.5903993094040574,-0.7054585854793869
John Carpenter,20,6,14,7,7,5,2,0,0,0.5,0.65,0.643,1.293,26.9,1.35,2.71,0.14,56.35,BB,95.2,18.8,0.3331,18.2,82.8,Assault on Precinct 13 → Halloween,75.2,Assault on Precinct 13 → Halloween → Someone's Watching Me!,69.8,Escape from New York → The Thing → Christine → Starman → Big Trouble in Little China,86.3,0.35,0.3,0.25,0.1,0.0,0.0,2,0.1,True,0.1852015316299729,-0.16223829787774693,0.23985723240313073,-0.05506806443803241,0.06395158023273134
John Cassavetes,12,2,10,1,9,6,2,1,0,0.9,0.917,1.3,2.217,172.8,14.4,17.42,1.45,69.4,1B,111.2,17.7,0.2555,17.2,82.7,Minnie and Moskowitz → A Woman Under the Influence,84.7,A Woman Under the Influence → The Killing of a Chinese Bookie → Opening Night,81.3,A Woman Under the Influence → The Killing of a Chinese Bookie → Opening Night → Gloria → Love Streams,93.0,0.08333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.08333333333333333,0.0,3,0.25,True,0.9007559919534026,0.7918737571170484,0.9635726476307787,1.0885695633841053,0.9268023114497985
John Ford,74,12,62,34,28,20,6,2,0,0.452,0.541,0.613,1.153,315.3,4.26,31.79,0.43,59.26,BB,99.2,16.5,0.2782,16.4,88.2,Young Mr. Lincoln → The Grapes of Wrath,87.9,Stagecoach → Young Mr. Lincoln → The Grapes of Wrath,83.5,Stagecoach → Young Mr. Lincoln → The Grapes of Wrath → The Long Voyage Home → How Green Was My Valley,93.4,0.4594594594594595,0.16216216216216217,0.2702702702702703,0.08108108108108109,0.02702702702702703,0.0,8,0.10810810810810811,True,1.31537370978186,0.05051772358086255,1.1312691866391167,-0.21615610309189803,0.6468276198711732
John G. Avildsen,19,3,16,13,3,2,0,1,0,0.188,0.316,0.313,0.628,-162.7,-8.56,-16.4,-0.86,46.44,OUT,77.5,18.7,0.4019,18.1,65.5,W.W. and the Dixie Dancekings → Rocky,61.7,Foreplay → W.W. and the Dixie Dancekings → Rocky,55.5,Save the Tiger → Foreplay → W.W. and the Dixie Dancekings → Rocky → The Formula,90.0,0.6842105263157895,0.15789473684210525,0.10526315789473684,0.0,0.05263157894736842,0.0,1,0.05263157894736842,True,-1.4273383012418415,-0.8867785633948673,-0.5717171890355197,-0.9014664416419282,-0.9731187168085348
John Huston,40,9,31,15,16,10,5,0,1,0.516,0.625,0.774,1.399,182.0,4.55,18.35,0.46,59.55,BB,95.1,18.2,0.30519999999999997,17.9,86.6,Key Largo → The Treasure of the Sierra Madre,80.2,In This Our Life → Key Largo → The Treasure of the Sierra Madre,79.9,Key Largo → The Treasure of the Sierra Madre → We Were Strangers → The Asphalt Jungle → The African Queen,94.9,0.375,0.225,0.25,0.125,0.0,0.025,6,0.15,True,0.9318870118841928,0.071720213691858,0.8113478483432548,0.04722651930404421,0.5097784229348449
John Landis,19,2,17,14,3,2,1,0,0,0.176,0.263,0.235,0.498,-174.2,-9.17,-17.56,-0.92,45.83,OUT,78.0,19.2,0.4191,18.5,80.7,The Blues Brothers → An American Werewolf in London,77.5,The Blues Brothers → An American Werewolf in London → Trading Places,68.8,National Lampoon's Animal House → The Blues Brothers → An American Werewolf in London → Trading Places → Twilight Zone: The Movie,85.7,0.7368421052631579,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.0,1,0.05263157894736842,True,-1.467192187878252,-0.9313769046628232,0.2654265170098005,-1.019550769813117,-0.8105554072393546
John Lasseter,5,1,4,1,3,1,1,1,0,0.75,0.8,1.5,2.3,79.9,15.98,8.06,1.61,70.98,1B,127.4,19.7,0.2772,17.7,79.1,Toy Story 2 → Cars,79.8,Toy Story → A Bug's Life → Toy Story 2,71.0,Toy Story → A Bug's Life → Toy Story 2 → Cars → Cars 2,91.8,0.2,0.2,0.2,0.2,0.2,0.0,2,0.4,True,0.5228914016164727,0.9073907722045408,0.47212060151650215,1.0114990403094006,0.7040450719770828
John Madden,12,3,9,8,1,1,0,0,0,0.111,0.333,0.111,0.444,-86.2,-7.18,-8.69,-0.72,47.82,OUT,87.6,14.2,0.2969,14.7,60.5,Mrs. Brown → Shakespeare in Love,59.7,The Best Exotic Marigold Hotel → The Second Best Exotic Marigold Hotel → Miss Sloane,55.5,The Debt → The Best Exotic Marigold Hotel → The Second Best Exotic Marigold Hotel → Miss Sloane → Operation Mincemeat,73.3,0.6666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0,0.0,True,-1.1154097204913658,-0.7858839552804753,-0.8175364923083628,-1.1266376272340302,-0.9608055534914252
John McTiernan,11,1,10,6,4,3,1,0,0,0.4,0.455,0.5,0.955,-37.9,-3.45,-3.82,-0.35,51.55,OUT,89.5,24.8,0.4813,22.0,81.7,Die Hard → The Hunt for Red October,78.9,Predator → Die Hard → The Hunt for Red October,63.4,Predator → Die Hard → The Hunt for Red October → Medicine Man → Last Action Hero,88.5,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.0,1,0.09090909090909091,True,-0.834173215627149,-0.5131760652321544,0.1592079809640216,-0.4286187143443698,-0.42446772862405185
John Musker,8,1,7,1,6,5,1,0,0,0.857,0.875,1.0,1.875,101.3,12.66,10.21,1.28,67.66,1B,120.8,18.8,0.2774,17.6,80.3,The Little Mermaid → Aladdin,77.5,The Little Mermaid → Aladdin → Hercules,75.8,The Little Mermaid → Aladdin → Hercules → Treasure Planet → The Princess and the Frog,85.8,0.125,0.125,0.625,0.125,0.0,0.0,1,0.125,True,0.6237604844479202,0.6646588164510756,0.4968355580979721,0.7668630938430258,0.6308743577402431
John Schlesinger,20,5,15,9,6,5,1,0,0,0.4,0.55,0.467,1.017,-25.6,-1.28,-2.58,-0.13,53.72,OUT,88.1,17.7,0.32899999999999996,17.3,77.9,Far from the Madding Crowd → Midnight Cowboy,72.6,Darling → Far from the Madding Crowd → Midnight Cowboy,70.7,A Kind of Loving → Billy Liar → Darling → Far from the Madding Crowd → Midnight Cowboy,87.7,0.45,0.25,0.25,0.05,0.0,0.0,1,0.05,True,-0.735583403175787,-0.35452294957401603,0.21154359282955043,-0.3778359380551195,-0.3319870477498764
John Turteltaub,13,1,12,10,2,2,0,0,0,0.167,0.231,0.167,0.397,-159.4,-12.26,-16.07,-1.24,42.74,OUT,76.5,14.4,0.33590000000000003,14.8,67.3,Cool Runnings → While You Were Sleeping,59.6,Cool Runnings → While You Were Sleeping → Phenomenon,53.1,Cool Runnings → While You Were Sleeping → Phenomenon → Instinct → The Kid,67.6,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0,0.0,True,-1.4157448812682545,-1.157293092397223,-0.9638595858029779,-1.1109807855707403,-1.1772077910446748
Jon Favreau,9,0,9,5,4,3,1,0,0,0.444,0.444,0.556,1.0,42.8,4.76,4.32,0.48,59.76,BB,111.4,15.6,0.2611,15.7,72.2,Chef → The Jungle Book,68.8,Elf → Zathura: A Space Adventure → Iron Man,63.4,Iron Man → Iron Man 2 → Cowboys & Aliens → Chef → The Jungle Book,84.8,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,1,0.1111111111111111,True,0.30757475116505856,0.08707374101361333,-0.16925442564948637,-0.34921109865527555,0.0018850344594941726
Jon M. Chu,9,1,8,5,3,3,0,0,0,0.375,0.444,0.375,0.819,-39.4,-4.38,-3.97,-0.44,50.62,OUT,96.1,20.6,0.40619999999999995,18.9,76.6,In the Heights → Wicked,73.4,Crazy Rich Asians → In the Heights → Wicked,64.2,Now You See Me 2 → Crazy Rich Asians → In the Heights → Wicked → Wicked: For Good,79.3,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0,0.0,True,-0.84493231271433,-0.5811702576570709,-0.07468840698950899,-0.5641888442225089,-0.5302821288204457
Jon Watts,6,0,6,3,3,2,1,0,0,0.5,0.5,0.667,1.167,37.5,6.25,3.78,0.63,61.25,BB,115.0,19.7,0.3209,17.9,78.5,Spider-Man: Far From Home → Spider-Man: No Way Home,76.9,Spider-Man: Homecoming → Spider-Man: Far From Home → Spider-Man: No Way Home,67.4,Cop Car → Spider-Man: Homecoming → Spider-Man: Far From Home → Spider-Man: No Way Home → Wolfs,85.3,0.5,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,1,0.16666666666666666,True,0.2695710325699996,0.19601067296321065,0.19781837706316216,-0.15827177109037982,0.1476742180595171
Jonathan Demme,17,3,14,9,5,4,0,0,1,0.357,0.471,0.571,1.042,24.7,1.45,2.49,0.15,56.45,BB,97.4,16.2,0.2869,16.1,86.3,The Silence of the Lambs → Philadelphia,77.7,Married to the Mob → The Silence of the Lambs → Philadelphia,71.1,Swing Shift → Something Wild → Married to the Mob → The Silence of the Lambs → Philadelphia,94.0,0.5294117647058824,0.17647058823529413,0.23529411764705882,0.0,0.0,0.058823529411764705,1,0.058823529411764705,True,0.16588400988080856,-0.15492709439119678,0.4407337020993336,-0.3989411350453138,0.041428627882214006
Jonathan Glazer,4,1,3,1,2,1,1,0,0,0.667,0.75,1.0,1.75,53.1,13.28,5.35,1.34,68.28,1B,126.4,15.2,0.22210000000000002,15.5,72.2,Under the Skin → The Zone of Interest,64.5,Birth → Under the Skin → The Zone of Interest,,,81.3,0.25,0.25,0.25,0.25,0.0,0.0,1,0.25,True,0.37397591601440383,0.7099882780676866,-0.3746034269975787,0.4807435025177634,0.2921876880754008
Jonathan Liebesman,6,0,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,-194.5,-32.42,-19.61,-3.27,22.58,OUT,42.4,5.3,0.2339,10.1,28.0,The Texas Chainsaw Massacre: The Beginning → The Killing Room,25.8,The Texas Chainsaw Massacre: The Beginning → The Killing Room → Battle Los Angeles,24.2,The Texas Chainsaw Massacre: The Beginning → The Killing Room → Battle Los Angeles → Wrath of the Titans → Teenage Mutant Ninja Turtles,28.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,-1.5345295440832003,-2.6312317152857347,-3.3117473396768418,-1.5976477303111325,-2.2656331730278305
Jordan Peele,3,0,3,0,3,2,1,0,0,1.0,1.0,1.333,2.333,52.5,17.5,5.29,1.76,72.5,1B,135.5,11.4,0.1566,14.1,76.0,Get Out → Us,72.5,Get Out → Us → Nope,,,85.6,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1,0.3333333333333333,True,0.3702936485713124,1.018521065200103,0.1266167942119331,1.2802851110934497,0.6534295816430927
Joseph Kosinski,6,0,6,3,3,2,0,1,0,0.5,0.5,0.833,1.333,51.0,8.5,5.14,0.86,63.5,BB,120.4,21.6,0.34049999999999997,19.0,82.8,Top Gun: Maverick → F1,66.1,Only the Brave → Spiderhead → Top Gun: Maverick,65.5,Oblivion → Only the Brave → Spiderhead → Top Gun: Maverick → F1,89.3,0.5,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,1,0.16666666666666666,True,0.36099556384467923,0.36051275141058914,-0.12583211578333797,-0.022304982961096686,0.16250783146799724
Joseph L. Mankiewicz,21,4,17,4,13,9,3,0,1,0.765,0.81,1.118,1.927,299.8,14.28,30.23,1.44,69.28,1B,109.5,12.4,0.1795,13.1,85.9,No Way Out → All About Eve,80.9,No Way Out → All About Eve → People Will Talk,79.0,A Letter to Three Wives → House of Strangers → No Way Out → All About Eve → People Will Talk,95.9,0.19047619047619047,0.19047619047619047,0.42857142857142855,0.14285714285714285,0.0,0.047619047619047616,4,0.19047619047619047,True,1.2757161272001007,0.7831003129331882,0.8129239539660095,0.7204886972509099,0.9258186443350116
