Rank,Director,Eligible,Strength,Expected Wins,Expected Win %,PA,WAR,Scaled WAR,WAR/PA,Scaled WAR/PA,BA,OBP,SLG,OPS,HR,3B,2B,1B,BB,OUTS,Out Rate,BB Rate,HR Rate,XBH,XBH Rate,Best Top 2 Overall Score,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Career_Value,Rate_Quality,Peak,Profile
127,JJ Abrams,True,0.465803,209.07879,0.593974,6,66.3,6.68,11.05,1.11,0.8,0.833,1.0,1.833,0,0,1,3,1,1,0.166667,0.166667,0.0,1,0.166667,82.0,74.7,Star Trek → Super 8,74.6,Star Trek → Super 8 → Star Trek Into Darkness,71.6,Mission: Impossible III → Star Trek → Super 8 → Star Trek Into Darkness → Star Wars: The Force Awakens ,0.450857,0.546948,0.233364,0.677341
128,Pawel Pawlikowski,True,0.458598,208.55586,0.592488,5,65.8,6.63,13.16,1.33,0.75,0.8,1.25,2.05,0,0,2,1,1,1,0.2,0.2,0.0,2,0.4,84.9,83.6,Ida → Cold War,67.4,The Woman in the Fifth → Ida → Cold War,68.2,Last Resort → My Summer of Love → The Woman in the Fifth → Ida → Cold War,0.448113,0.701215,-0.049941,0.80673
129,Mel Gibson,True,0.456937,208.435217,0.592146,6,54.8,5.53,9.13,0.92,0.75,0.833,1.25,2.083,0,0,2,1,2,1,0.166667,0.333333,0.0,2,0.333333,84.8,80.9,Apocalypto → Hacksaw Ridge,74.4,The Passion of the Christ → Apocalypto → Hacksaw Ridge,72.6,The Man Without a Face → Braveheart → The Passion of the Christ → Apocalypto → Hacksaw Ridge,0.384901,0.406573,0.292287,0.833759
130,Terry Gilliam,True,0.454365,208.248397,0.591615,13,92.1,9.29,7.08,0.71,0.538,0.538,1.0,1.538,0,2,2,3,0,6,0.461538,0.0,0.0,4,0.307692,92.8,83.4,The Fisher King → 12 Monkeys,79.2,The Fisher King → 12 Monkeys → Fear and Loathing in Las Vegas,78.6,Brazil → The Adventures of Baron Munchausen → The Fisher King → 12 Monkeys → Fear and Loathing in Las Vegas,0.582042,0.256694,0.716433,0.182353
131,Jacques Becker,True,0.446339,207.665052,0.589958,14,124.5,12.55,8.89,0.9,0.636,0.714,1.0,1.714,1,0,1,5,3,4,0.285714,0.214286,0.071429,2,0.142857,98.1,84.0,Montparnasse 19 → Le trou,71.5,The Adventures of Arsene Lupin → Montparnasse 19 → Le trou,67.5,Paris Frills → Antoine & Antoinette → Rendezvous in July → Edward and Caroline → Casque d'Or,0.72208,0.389026,0.192809,0.421279
132,Stanley Kramer,True,0.438944,207.127147,0.588429,14,72.8,7.34,5.2,0.52,0.5,0.571,0.917,1.488,1,0,2,3,2,6,0.428571,0.142857,0.071429,3,0.214286,95.7,92.0,Inherit the Wind → Judgment at Nuremberg,85.8,Inherit the Wind → Judgment at Nuremberg → It's a Mad Mad Mad Mad World,79.6,Inherit the Wind → Judgment at Nuremberg → It's a Mad Mad Mad Mad World → Ship of Fools → Guess Who's Coming to Dinner,0.486153,0.119243,0.969428,0.104652
133,Sidney Lumet,True,0.433188,206.708138,0.587239,43,140.3,14.15,3.26,0.33,0.417,0.512,0.75,1.262,1,2,5,7,7,21,0.488372,0.162791,0.023256,8,0.186047,99.0,90.7,Dog Day Afternoon → Network,83.9,The Pawnbroker → Fail Safe → The Hill,79.3,A View From the Bridge → Long Day's Journey into Night → The Pawnbroker → Fail Safe → The Hill,0.784094,-0.022594,0.943011,-0.160723
134,Yorgos Lanthimos,True,0.418545,205.641023,0.584207,9,86.0,8.67,9.56,0.96,0.667,0.667,0.889,1.556,0,0,2,4,0,3,0.333333,0.0,0.0,2,0.222222,82.9,82.1,The Favourite → Poor Things,76.9,The Killing of a Sacred Deer → The Favourite → Poor Things,71.8,The Killing of a Sacred Deer → The Favourite → Poor Things → Kinds of Kindness → Bugonia,0.552751,0.438012,0.315392,0.321843
135,Mike Nichols,True,0.41538,205.410185,0.583552,19,123.3,12.43,6.49,0.65,0.6,0.684,0.8,1.484,0,0,3,6,4,6,0.315789,0.210526,0.0,3,0.157895,88.2,88.0,Who's Afraid of Virginia Woolf? → The Graduate,81.1,Who's Afraid of Virginia Woolf? → The Graduate → Catch-22,69.8,Who's Afraid of Virginia Woolf? → The Graduate → Catch-22 → Carnal Knowledge → The Day of the Dolphin,0.717273,0.213558,0.428772,0.198078
136,Danny Boyle,True,0.413621,205.281807,0.583187,16,127.4,12.85,7.96,0.8,0.571,0.625,0.786,1.411,0,1,1,6,2,6,0.375,0.125,0.0,2,0.125,89.9,80.0,Slumdog Millionaire → 127 Hours,76.3,Sunshine → Slumdog Millionaire → 127 Hours,71.4,28 Days Later → Millions → Sunshine → Slumdog Millionaire → 127 Hours,0.733996,0.321032,0.364461,0.110242
137,Sydney Pollack,True,0.385754,203.245628,0.577402,20,106.3,10.72,5.32,0.54,0.538,0.7,0.769,1.469,0,0,3,4,7,6,0.3,0.35,0.0,3,0.15,86.6,84.9,"They Shoot Horses, Don't They? → Jeremiah Johnson",78.9,"They Shoot Horses, Don't They? → Jeremiah Johnson → The Way We Were",75.6,"They Shoot Horses, Don't They? → Jeremiah Johnson → The Way We Were → The Yakuza → Three Days of the Condor",0.646078,0.128016,0.539036,0.125836
138,Joss Whedon,True,0.371333,202.189803,0.574403,5,51.1,5.15,10.22,1.03,0.75,0.8,1.0,1.8,0,0,1,2,1,1,0.2,0.2,0.0,1,0.2,81.6,75.5,Much Ado About Nothing → The Avengers,76.9,Serenity → Much Ado About Nothing → The Avengers,65.2,Serenity → Much Ado About Nothing → The Avengers → Avengers: Age of Ultron → Justice League,0.36162,0.486265,0.083555,0.601961
139,Ridley Scott,True,0.366594,201.842534,0.573416,29,133.8,13.49,4.61,0.47,0.4,0.483,0.76,1.243,1,1,4,4,4,15,0.517241,0.137931,0.034483,6,0.206897,94.1,91.8,Alien → Blade Runner,86.2,The Duellists → Alien → Blade Runner,69.6,Gladiator → Hannibal → Black Hawk Down → Matchstick Men → Kingdom of Heaven,0.758962,0.076107,0.633695,-0.192725
140,Barry Jenkins,True,0.361587,201.47546,0.572373,4,45.5,4.59,11.38,1.15,0.667,0.75,1.0,1.75,0,0,1,1,1,1,0.25,0.25,0.0,1,0.25,84.3,80.1,Moonlight → If Beale Street Could Talk,72.5,Medicine for Melancholy → Moonlight → If Beale Street Could Talk,,,0.325684,0.571075,0.099856,0.480744
141,Ari Aster,True,0.341892,200.03012,0.568267,4,40.3,4.06,10.08,1.02,1.0,1.0,1.0,2.0,0,0,0,2,2,0,0.0,0.5,0.0,0,0.0,78.5,73.2,Hereditary → Midsommar,67.8,Hereditary → Midsommar → Beau Is Afraid,,,0.289593,0.47603,-0.262,1.007532
142,Lars von Trier,True,0.32979,199.140873,0.565741,18,96.2,9.7,5.34,0.54,0.417,0.611,0.833,1.444,0,2,1,2,6,7,0.388889,0.333333,0.0,3,0.166667,90.8,89.9,Dancer in the Dark → Dogville,81.1,Dancer in the Dark → Dogville → Manderlay,70.4,Dancer in the Dark → Dogville → Manderlay → The Boss of It All → To Each His Own Cinema,0.600878,0.129479,0.477946,-0.011651
143,David Yates,True,0.323069,198.646711,0.564337,10,53.4,5.38,5.34,0.54,0.556,0.6,0.778,1.378,0,1,0,4,1,4,0.4,0.1,0.0,1,0.1,89.1,81.9,Harry Potter and the Deathly Hallows: Part 1 → Harry Potter and the Deathly Hallows: Part 2,80.2,Harry Potter and the Half Blood Prince → Harry Potter and the Deathly Hallows: Part 1 → Harry Potter and the Deathly Hallows: Part 2,77.2,The Girl in the Cafe → Harry Potter and the Order of the Phoenix → Harry Potter and the Half Blood Prince → Harry Potter and the Deathly Hallows: Part 1 → Harry Potter and the Deathly Hallows: Part 2,0.375809,0.129479,0.656861,0.068707
144,Roberto Rossellini,True,0.322404,198.597764,0.564198,27,116.6,11.76,4.32,0.44,0.455,0.556,0.636,1.192,0,1,2,7,5,12,0.444444,0.185185,0.0,3,0.111111,90.8,81.7,Paisan → Germany Year Zero,78.6,Paisan → Germany Year Zero → Stromboli,74.8,"Rome, Open City → Desire → Paisan → Germany Year Zero → Stromboli",0.690001,0.054904,0.551758,-0.181311
145,Sam Peckinpah,True,0.317386,198.228621,0.563149,14,87.9,8.86,6.28,0.63,0.615,0.643,0.692,1.335,0,0,1,7,1,5,0.357143,0.071429,0.0,1,0.071429,87.3,77.7,The Wild Bunch → The Ballad of Cable Hogue,76.4,The Wild Bunch → The Ballad of Cable Hogue → Straw Dogs,71.0,The Wild Bunch → The Ballad of Cable Hogue → Straw Dogs → Junior Bonner → The Getaway,0.561836,0.198204,0.324703,0.090541
146,Rich Moore,True,0.309126,197.620729,0.561423,3,39.5,3.98,13.17,1.33,0.667,0.667,1.0,1.667,0,0,1,1,0,1,0.333333,0.0,0.0,1,0.333333,83.6,78.9,Wreck-It Ralph → Zootopia,68.2,Wreck-It Ralph → Zootopia → Ralph Breaks the Internet,,,0.283945,0.701946,-0.136382,0.41276
147,Alex Garland,True,0.302332,197.120417,0.560001,5,54.3,5.47,10.86,1.09,0.75,0.8,1.0,1.8,0,0,1,2,1,1,0.2,0.2,0.0,1,0.2,81.3,74.4,Ex Machina → Annihilation,64.0,Ex Machina → Annihilation → Men,65.9,Ex Machina → Annihilation → Men → Civil War → Warfare,0.381279,0.533057,-0.262831,0.601961
148,Jonathan Glazer,True,0.292188,196.372966,0.557878,4,53.1,5.35,13.28,1.34,0.667,0.75,1.0,1.75,0,0,1,1,1,1,0.25,0.25,0.0,1,0.25,81.3,72.2,Under the Skin → The Zone of Interest,64.5,Birth → Under the Skin → The Zone of Interest,,,0.373976,0.709988,-0.374603,0.480744
149,Noah Baumbach,True,0.278726,195.380407,0.555058,13,71.5,7.21,5.5,0.55,0.5,0.692,0.75,1.442,0,0,2,2,5,4,0.307692,0.384615,0.0,2,0.153846,88.7,79.6,The Meyerowitz Stories → Marriage Story,74.7,Mistress America → The Meyerowitz Stories → Marriage Story,72.6,Frances Ha → While We're Young → Mistress America → The Meyerowitz Stories → Marriage Story,0.47933,0.141177,0.344953,0.066974
150,Ruben Ostlund,True,0.276157,195.190836,0.554519,6,46.4,4.68,7.73,0.78,0.8,0.833,0.8,1.633,0,0,0,4,1,1,0.166667,0.166667,0.0,0,0.0,78.3,73.7,Force Majeure → The Square,71.5,Force Majeure → The Square → Triangle of Sadness,68.2,Involuntary → Play → Force Majeure → The Square → Triangle of Sadness,0.331602,0.304216,-0.008333,0.513526
151,Nicholas Ray,True,0.27483,195.092961,0.554241,21,103.6,10.45,4.93,0.5,0.438,0.571,0.625,1.196,0,1,1,5,5,9,0.428571,0.238095,0.0,2,0.095238,89.0,79.2,The Lusty Men → Johnny Guitar,76.2,On Dangerous Ground → The Lusty Men → Johnny Guitar,72.7,On Dangerous Ground → The Lusty Men → Johnny Guitar → Run for Cover → Rebel Without a Cause,0.634331,0.099503,0.3942,-0.194474
152,Sam Raimi,True,0.270964,194.807678,0.553431,16,111.7,11.26,6.98,0.7,0.5,0.563,0.714,1.277,0,0,3,4,2,7,0.4375,0.125,0.0,3,0.1875,83.4,80.7,Spider-Man → Spider-Man 2,71.4,The Gift → Spider-Man → Spider-Man 2,69.4,Evil Dead 2 → Darkman → Army of Darkness → The Quick and the Dead → A Simple Plan,0.669138,0.249382,0.086046,-0.068173
153,Russo Brothers,True,0.269777,194.720073,0.553182,9,36.6,3.69,4.07,0.41,0.444,0.444,0.889,1.333,0,0,4,0,0,5,0.555556,0.0,0.0,4,0.444444,88.7,87.5,Avengers: Infinity War → Avengers: Endgame,85.1,Captain America: Civil War → Avengers: Infinity War → Avengers: Endgame,77.1,Captain America: The Winter Soldier → Captain America: Civil War → Avengers: Infinity War → Avengers: Endgame → Cherry,0.262979,0.036626,0.788073,-0.076458
154,Coralie Fargeat,True,0.269013,194.663713,0.553022,2,26.7,2.69,13.35,1.35,1.0,1.0,1.0,2.0,0,0,0,1,1,0,0.0,0.5,0.0,0,0.0,73.4,68.4,Revenge → The Substance,,,,,0.183479,0.715106,-0.665254,1.007532
155,Thomas Vinterberg,True,0.253047,193.48484,0.549673,11,63.1,6.36,5.74,0.58,0.455,0.455,0.909,1.364,0,2,1,2,0,6,0.545455,0.0,0.0,3,0.272727,90.3,83.2,Submarine → The Hunt,78.4,Submarine → The Hunt → Far from the Madding Crowd,69.5,The Hunt → Far from the Madding Crowd → The Commune → The Command → Another Round,0.433116,0.158724,0.36607,-0.04043
156,Steven Soderbergh,True,0.252843,193.46975,0.54963,35,109.9,11.08,3.14,0.32,0.429,0.543,0.5,1.043,0,0,2,10,7,16,0.457143,0.2,0.0,2,0.057143,81.1,79.8,Traffic → Erin Brockovich,79.9,Traffic → Erin Brockovich → Ocean's Eleven,75.8,Out of Sight → The Limey → Traffic → Erin Brockovich → Ocean's Eleven,0.661514,-0.031368,0.51172,-0.328496
157,Hal Ashby,True,0.215321,190.695638,0.541749,11,29.9,3.01,2.72,0.27,0.6,0.636,0.9,1.536,0,0,3,3,1,4,0.363636,0.090909,0.0,3,0.272727,87.6,82.0,Harold and Maude → The Last Detail,78.8,The Landlord → Harold and Maude → The Last Detail,73.5,The Last Detail → Shampoo → Bound for Glory → Coming Home → Being There,0.210321,-0.062075,0.478438,0.24067
158,Jane Campion,True,0.215097,190.679084,0.541702,9,59.5,6.0,6.61,0.67,0.556,0.556,0.778,1.333,0,0,2,3,0,4,0.444444,0.0,0.0,2,0.222222,83.3,81.7,An Angel at My Table → The Piano,77.3,Sweetie → An Angel at My Table → The Piano,65.3,2 Friends → Sweetie → An Angel at My Table → The Piano → The Portrait of a Lady,0.412615,0.222331,0.117441,0.031848
159,Luca Guadagnino,True,0.209678,190.278058,0.540563,9,37.6,3.79,4.18,0.42,0.667,0.778,0.833,1.611,0,0,1,3,3,2,0.222222,0.333333,0.0,1,0.111111,87.1,74.6,Call Me by Your Name → Suspiria,73.1,I Am Love → A Bigger Splash → Call Me by Your Name,69.4,I Am Love → A Bigger Splash → Call Me by Your Name → Suspiria → Bones and All,0.270299,0.044669,0.176172,0.366892
160,Dean Fleischer Camp,True,0.200323,189.585565,0.538595,2,19.0,1.92,9.5,0.96,0.5,0.5,1.0,1.5,0,0,1,0,0,1,0.5,0.0,0.0,1,0.5,84.1,64.5,Marcel the Shell with Shoes On → Lilo & Stitch,,,,,0.111434,0.433625,0.14236,0.114481
161,Matthew Vaughn,True,0.199813,189.547821,0.538488,8,44.9,4.53,5.61,0.57,0.625,0.625,0.625,1.25,0,0,0,5,0,3,0.375,0.0,0.0,0,0.0,75.9,75.6,X-Men: First Class → Kingsman: The Secret Service,74.7,Kick-Ass → X-Men: First Class → Kingsman: The Secret Service,73.8,Layer Cake → Stardust → Kick-Ass → X-Men: First Class → Kingsman: The Secret Service,0.321707,0.149219,0.239512,0.03059
162,Robert Wise,True,0.196406,189.295605,0.537772,38,86.6,8.73,2.28,0.23,0.412,0.474,0.5,0.974,0,1,1,12,4,20,0.526316,0.105263,0.0,2,0.052632,91.7,82.8,The Haunting → The Sound of Music,78.9,The Haunting → The Sound of Music → The Sand Pebbles,73.7,Odds Against Tomorrow → West Side Story → Two for the Seesaw → The Haunting → The Sound of Music,0.555631,-0.094244,0.534273,-0.401452
163,Anthony Minghella,True,0.188436,188.705439,0.536095,6,44.9,4.53,7.48,0.75,0.667,0.667,0.667,1.333,0,0,0,4,0,2,0.333333,0.0,0.0,0,0.0,76.8,76.7,The English Patient → The Talented Mr. Ripley,73.9,The English Patient → The Talented Mr. Ripley → Cold Mountain,66.0,Truly Madly Deeply → Mr. Wonderful → The English Patient → The Talented Mr. Ripley → Cold Mountain,0.321707,0.285938,-0.029592,0.139188
164,Spike Lee,True,0.187117,188.607722,0.535817,26,63.6,6.41,2.45,0.25,0.5,0.615,0.7,1.315,0,1,2,7,6,10,0.384615,0.230769,0.0,3,0.115385,91.0,76.2,Malcolm X → Crooklyn,72.8,Malcolm X → Crooklyn → Clockers,73.2,Do the Right Thing → Mo' Better Blues → Jungle Fever → Malcolm X → Crooklyn,0.435917,-0.081815,0.336822,-0.037048
165,Robert Altman,True,0.18673,188.579034,0.535736,38,54.6,5.51,1.44,0.14,0.471,0.526,0.647,1.173,0,0,6,10,4,18,0.473684,0.105263,0.0,6,0.157895,86.0,84.9,The Player → Short Cuts,79.1,McCabe & Mrs. Miller → Images → The Long Goodbye,77.1,M*A*S*H → McCabe & Mrs. Miller → Images → The Long Goodbye → California Split,0.383696,-0.155658,0.587263,-0.181401
166,Kathryn Bigelow,True,0.184922,188.445151,0.535356,11,62.0,6.25,5.64,0.57,0.545,0.545,0.636,1.182,0,0,1,5,0,5,0.454545,0.0,0.0,1,0.090909,82.4,80.2,The Hurt Locker → Zero Dark Thirty,77.0,The Hurt Locker → Zero Dark Thirty → Detroit,67.1,K-19: The Widowmaker → The Hurt Locker → Zero Dark Thirty → Detroit → A House of Dynamite,0.426915,0.151412,0.157954,-0.102469
167,Rob Reiner,True,0.181544,188.194934,0.534645,21,15.0,1.51,0.71,0.07,0.429,0.429,0.667,1.095,0,0,5,4,0,12,0.571429,0.0,0.0,5,0.238095,88.7,88.1,Stand by Me → The Princess Bride,86.7,Stand by Me → The Princess Bride → When Harry Met Sally...,84.7,Stand by Me → The Princess Bride → When Harry Met Sally... → Misery → A Few Good Men,0.067037,-0.20903,1.083485,-0.285904
168,David Cronenberg,True,0.171927,187.482446,0.532621,23,70.5,7.11,3.07,0.31,0.444,0.565,0.556,1.121,0,0,2,6,5,10,0.434783,0.217391,0.0,2,0.086957,83.2,79.8,The Fly → Dead Ringers,76.8,Videodrome → The Fly → Dead Ringers,73.0,The Dead Zone → Videodrome → The Fly → Dead Ringers → Naked Lunch,0.47404,-0.036486,0.355427,-0.250103
169,George Roy Hill,True,0.169234,187.282896,0.532054,14,41.8,4.21,2.99,0.3,0.364,0.5,0.727,1.227,0,2,0,2,3,7,0.5,0.214286,0.0,2,0.142857,92.6,75.0,Slaughterhouse-Five → The Sting,80.2,Butch Cassidy and the Sundance Kid → Slaughterhouse-Five → The Sting,72.8,Butch Cassidy and the Sundance Kid → Slaughterhouse-Five → The Sting → The Great Waldo Pepper → Slap Shot,0.300035,-0.042335,0.551741,-0.240643
170,Joseph Kosinski,True,0.162508,186.784483,0.530638,6,51.0,5.14,8.5,0.86,0.5,0.5,0.833,1.333,0,1,0,2,0,3,0.5,0.0,0.0,1,0.166667,89.3,82.8,Top Gun: Maverick → F1,66.1,Only the Brave → Spiderhead → Top Gun: Maverick,65.5,Oblivion → Only the Brave → Spiderhead → Top Gun: Maverick → F1,0.360996,0.360513,-0.125832,-0.022305
171,George Cukor,True,0.155572,186.270398,0.529177,56,113.5,11.44,2.03,0.2,0.396,0.482,0.521,1.003,0,0,6,13,8,29,0.517857,0.142857,0.0,6,0.107143,87.6,80.0,The Philadelphia Story → A Woman's Face,73.2,A Star Is Born → It Should Happen to You → Bhowani Junction,71.0,A Star Is Born → It Should Happen to You → Bhowani Junction → Lust for Life → Les Girls,0.676701,-0.112522,0.237305,-0.393171
172,Jon Watts,True,0.147674,185.685,0.527514,6,37.5,3.78,6.25,0.63,0.5,0.5,0.667,1.167,0,0,1,2,0,3,0.5,0.0,0.0,1,0.166667,85.3,78.5,Spider-Man: Far From Home → Spider-Man: No Way Home,76.9,Spider-Man: Homecoming → Spider-Man: Far From Home → Spider-Man: No Way Home,67.4,Cop Car → Spider-Man: Homecoming → Spider-Man: Far From Home → Spider-Man: No Way Home → Wolfs,0.269571,0.196011,0.197818,-0.158272
173,Leo McCarey,True,0.14062,185.162011,0.526028,18,45.9,4.63,2.55,0.26,0.375,0.444,0.563,1.007,0,1,1,4,2,10,0.555556,0.111111,0.0,2,0.111111,91.7,85.4,Make Way for Tomorrow → The Awful Truth,80.2,Make Way for Tomorrow → The Awful Truth → Love Affair,73.7,Ruggles of Red Gap → The Milky Way → Make Way for Tomorrow → The Awful Truth → Love Affair,0.328321,-0.074504,0.571159,-0.410202
174,Stephen Chbosky,True,0.1358,184.804652,0.525013,4,29.5,2.97,7.38,0.74,0.667,0.75,1.0,1.75,0,0,1,1,1,1,0.25,0.25,0.0,1,0.25,82.6,79.8,The Perks of Being a Wallflower → Wonder,64.1,The Perks of Being a Wallflower → Wonder → Dear Evan Hansen,,,0.207046,0.278627,-0.368478,0.480744
175,Wim Wenders,True,0.116985,183.409484,0.52105,29,15.3,1.54,0.53,0.05,0.417,0.517,0.75,1.267,0,3,2,5,5,14,0.482759,0.172414,0.0,5,0.172414,93.9,92.0,"Paris, Texas → Wings of Desire",82.4,"The State of Things → Paris, Texas → Wings of Desire",75.9,"Paris, Texas → Wings of Desire → Red Hot + Blue: A Tribute to Cole Porter → Until the End of the World → Faraway, So Close!",0.070476,-0.22219,0.730861,-0.156627
176,Oliver Stone,True,0.116804,183.396035,0.521011,20,35.3,3.56,1.77,0.18,0.444,0.5,0.611,1.111,0,1,1,6,2,10,0.5,0.1,0.0,2,0.1,89.2,81.5,Platoon → Salvador,77.0,Platoon → Salvador → Wall Street,75.2,Platoon → Salvador → Wall Street → Talk Radio → Born on the Fourth of July,0.253313,-0.131531,0.501405,-0.258294
177,Michael Curtiz,True,0.11522,183.278573,0.520678,82,82.0,8.27,1.0,0.1,0.318,0.451,0.47,0.921,1,1,5,14,16,45,0.54878,0.195122,0.012195,7,0.085366,97.2,86.7,Casablanca → Yankee Doodle Dandy,77.0,Captains of the Clouds → Casablanca → Yankee Doodle Dandy,70.5,Dive Bomber → The Sea Wolf → Captains of the Clouds → Casablanca → Yankee Doodle Dandy,0.533295,-0.187828,0.437364,-0.535763
178,Samuel Fuller,True,0.102751,182.353823,0.518051,22,70.3,7.09,3.2,0.32,0.5,0.727,0.5,1.227,0,0,0,6,10,6,0.272727,0.454545,0.0,0,0.0,79.1,74.7,Park Row → Pickup on South Street,70.1,Fixed Bayonets! → Park Row → Pickup on South Street,68.1,The Baron of Arizona → The Steel Helmet → Fixed Bayonets! → Park Row → Pickup on South Street,0.472978,-0.026981,-0.042288,-0.109127
179,Robert Redford,True,0.10213,182.307819,0.51792,9,40.4,4.07,4.49,0.45,0.429,0.556,0.714,1.27,0,0,2,1,2,4,0.444444,0.222222,0.0,2,0.222222,84.3,75.8,A River Runs Through It → Quiz Show,70.5,Ordinary People → The Milagro Beanfield War → A River Runs Through It,70.5,Ordinary People → The Milagro Beanfield War → A River Runs Through It → Quiz Show → The Horse Whisperer,0.290295,0.067333,0.106886,-0.142566
180,Baz Luhrmann,True,0.1007,182.201718,0.517619,6,39.8,4.01,6.63,0.67,0.667,0.833,0.667,1.5,0,0,0,2,3,1,0.166667,0.5,0.0,0,0.0,75.6,65.8,Romeo + Juliet → Moulin Rouge!,67.3,Strictly Ballroom → Romeo + Juliet → Moulin Rouge!,61.3,Strictly Ballroom → Romeo + Juliet → Moulin Rouge! → Australia → The Great Gatsby,0.286069,0.223793,-0.385057,0.275974
181,Gary Ross,True,0.099436,182.107964,0.517352,5,39.4,3.97,7.88,0.79,0.6,0.6,0.6,1.2,0,0,0,3,0,2,0.4,0.0,0.0,0,0.0,74.9,71.2,Pleasantville → Seabiscuit,71.2,Pleasantville → Seabiscuit → The Hunger Games,62.9,Pleasantville → Seabiscuit → The Hunger Games → Free State of Jones → Ocean's Eight,0.283235,0.315183,-0.229691,-0.03454
182,Bryan Singer,True,0.099133,182.085528,0.517288,11,48.9,4.93,4.45,0.45,0.5,0.545,0.8,1.345,0,1,1,3,1,5,0.454545,0.090909,0.0,2,0.181818,89.2,69.8,The Usual Suspects → Apt Pupil,69.2,The Usual Suspects → Apt Pupil → X-Men,64.4,The Usual Suspects → Apt Pupil → X-Men → X2: X-Men United → Superman Returns,0.347747,0.064409,-0.075193,-0.012476
183,Adam McKay,True,0.097585,181.970719,0.516962,8,46.4,4.68,5.8,0.58,0.5,0.75,0.75,1.5,0,0,1,1,4,2,0.25,0.5,0.0,1,0.125,84.0,72.2,The Big Short → Vice,65.6,The Big Short → Vice → Don't Look Up,,,0.331602,0.16311,-0.262277,0.114481
184,Wachowskis,True,0.086764,181.16815,0.514682,7,25.3,2.55,3.61,0.36,0.571,0.571,0.714,1.286,0,0,1,3,0,3,0.428571,0.0,0.0,1,0.142857,88.4,82.3,Bound → The Matrix,76.6,Bound → The Matrix → The Matrix Reloaded,64.6,Bound → The Matrix → The Matrix Reloaded → The Matrix Revolutions → Speed Racer,0.171234,0.002995,0.132293,0.007857
185,Edward Zwick,True,0.085424,181.068818,0.5144,15,68.1,6.87,4.54,0.46,0.444,0.667,0.556,1.222,0,0,1,3,6,5,0.333333,0.4,0.0,1,0.066667,80.1,69.0,1/4life → Blood Diamond,70.7,The Last Samurai → 1/4life → Blood Diamond,64.0,The Last Samurai → 1/4life → Blood Diamond → Defiance → Love & Other Drugs,0.46119,0.070989,-0.148819,-0.167376
186,Wolfgang Petersen,True,0.079528,180.631532,0.513158,13,32.9,3.32,2.53,0.26,0.375,0.615,0.625,1.24,0,1,0,2,5,5,0.384615,0.384615,0.0,1,0.076923,93.5,81.3,Das Boot → The NeverEnding Story,75.4,The Consequence → Das Boot → The NeverEnding Story,68.6,One or the Other of Us → The Consequence → Das Boot → The NeverEnding Story → Enemy Mine,0.234994,-0.075966,0.287572,-0.219357
187,Ron Howard,True,0.064808,179.539907,0.510057,29,58.1,5.86,2.0,0.2,0.304,0.448,0.565,1.013,0,0,6,1,6,16,0.551724,0.206897,0.0,6,0.206897,87.6,72.7,The Paper → Apollo 13,75.2,A Beautiful Mind → The Missing → Cinderella Man,70.2,A Beautiful Mind → The Missing → Cinderella Man → The Da Vinci Code → Frost/Nixon,0.404477,-0.114715,0.267734,-0.473947
188,John Carpenter,True,0.063952,179.476371,0.509876,20,26.9,2.71,1.35,0.14,0.5,0.65,0.643,1.293,0,0,2,5,6,7,0.35,0.3,0.0,2,0.1,86.3,82.8,Assault on Precinct 13 → Halloween,75.2,Assault on Precinct 13 → Halloween → Someone's Watching Me!,69.8,Escape from New York → The Thing → Christine → Starman → Big Trouble in Little China,0.185202,-0.162238,0.239857,-0.055068
189,Richard Attenborough,True,0.061411,179.287961,0.509341,12,36.0,3.63,3.0,0.3,0.545,0.583,0.636,1.22,0,0,1,5,1,5,0.416667,0.083333,0.0,1,0.083333,83.8,72.2,Magic → Gandhi,70.8,A Bridge Too Far → Magic → Gandhi,68.2,Gandhi → A Chorus Line → Cry Freedom → Chaplin → Shadowlands,0.258539,-0.041603,0.034075,-0.071345
190,Joe Wright,True,0.059886,179.174892,0.50902,9,19.9,2.01,2.21,0.22,0.5,0.667,0.833,1.5,0,0,2,1,3,3,0.333333,0.333333,0.0,2,0.222222,86.0,84.7,Pride & Prejudice → Atonement,73.5,Pride & Prejudice → Atonement → The Soloist,67.2,Pride & Prejudice → Atonement → The Soloist → Hanna → Anna Karenina,0.120522,-0.099362,0.102694,0.114481
191,Anthony Mann,True,0.058949,179.105394,0.508822,35,83.3,8.4,2.38,0.24,0.464,0.571,0.464,1.036,0,0,0,13,7,15,0.428571,0.2,0.0,0,0.0,79.1,73.6,The Furies → Winchester '73,71.0,Devil's Doorway → The Furies → Winchester '73,,,0.539669,-0.086933,-0.084567,-0.300384
192,Zach Cregger,True,0.043499,177.959871,0.505568,4,10.9,1.1,2.73,0.27,0.75,0.75,0.75,1.5,0,0,0,3,0,1,0.25,0.0,0.0,0,0.0,76.1,71.5,Barbarian → Weapons,72.5,The Civil War on Drugs → Barbarian → Weapons,,,0.016075,-0.061344,-0.06894,0.356237
